id_municipio,poblacion
Vilagarcía de Arousa,37888
Vilanova de Arousa,10159
"Illa de Arousa, A",4809
Cerdedo-Cotobade,5671
Abusejo,148
Agallas,122
Ahigal de los Aceiteros,93
Ahigal de Villarino,30
"Alameda de Gardón, La",67
"Alamedilla, La",94
Alaraz,444
Alba de Tormes,5099
Alba de Yeltes,205
"Alberca, La",1034
"Alberguería de Argañán, La",94
Alconada,130
Aldeacipreste,89
Aldeadávila de la Ribera,1094
Aldea del Obispo,245
Aldealengua,730
Aldeanueva de Figueroa,238
Aldeanueva de la Sierra,88
Aldearrodrigo,143
Aldearrubia,518
Aldeaseca de Alba,65
Aldeaseca de la Frontera,241
Aldeatejada,2662
Aldeavieja de Tormes,100
Aldehuela de la Bóveda,260
Aldehuela de Yeltes,176
Almenara de Tormes,302
Almendra,129
Anaya de Alba,190
Añover de Tormes,84
Arabayona de Mógica,318
Arapiles,744
Arcediano,89
"Arco, El",85
Armenteros,156
San Miguel del Robledo,52
"Atalaya, La",102
Babilafuente,924
Bañobárez,277
Barbadillo,391
Barbalos,70
Barceo,45
Barruecopardo,409
"Bastida, La",22
Béjar,11993
Beleña,258
Bermellar,129
Berrocal de Huebra,75
Berrocal de Salvatierra,74
Boada,259
"Bodón, El",247
Bogajo,124
"Bouza, La",48
Bóveda del Río Almar,186
Brincones,56
Buenamadre,108
Buenavista,368
"Cabaco, El",227
Cabezabellosa de la Calzada,73
"Cabeza de Béjar, La",55
Cabeza del Caballo,224
Cabrerizos,4218
Cabrillas,316
Calvarrasa de Abajo,1240
Calvarrasa de Arriba,604
"Calzada de Béjar, La",80
Calzada de Don Diego,127
Calzada de Valdunciel,717
Campillo de Azaba,146
"Campo de Peñaranda, El",241
Candelario,832
Canillas de Abajo,64
Cantagallo,281
Cantalapiedra,884
Cantalpino,802
Cantaracillo,188
Carbajosa de la Sagrada,7791
Carpio de Azaba,110
Carrascal de Barregas,1456
Carrascal del Obispo,185
Casafranca,69
"Casas del Conde, Las",63
Casillas de Flores,171
Castellanos de Moriscos,3149
Castillejo de Martín Viejo,193
Castraz,33
Cepeda,287
Cereceda de la Sierra,55
Cerezal de Peñahorcada,64
Cerralbo,105
"Cerro, El",363
Cespedosa de Tormes,480
Cilleros de la Bastida,21
Cipérez,233
Ciudad Rodrigo,11750
Coca de Alba,96
Colmenar de Montemayor,177
Cordovilla,105
Cristóbal,158
"Cubo de Don Sancho, El",373
Chagarcía Medianero,68
Dios le Guarde,116
Doñinos de Ledesma,62
Doñinos de Salamanca,2273
Éjeme,139
"Encina, La",95
Encina de San Silvestre,111
Encinas de Abajo,615
Encinas de Arriba,223
Encinasola de los Comendadores,146
Endrinal,201
Escurial de la Sierra,233
Espadaña,32
Espeja,212
Espino de la Orbada,238
Florida de Liébana,248
Forfoleda,207
Frades de la Sierra,163
"Fregeneda, La",296
Fresnedoso,94
Fresno Alhándiga,194
"Fuente de San Esteban, La",1293
Fuenteguinaldo,635
Fuenteliante,80
Fuenterroble de Salvatierra,260
Fuentes de Béjar,239
Fuentes de Oñoro,1012
Gajates,135
Galindo y Perahuy,713
Galinduste,401
Galisancho,320
Gallegos de Argañán,259
Gallegos de Solmirón,109
Garcibuey,186
Garcihernández,412
Garcirrey,52
Gejuelo del Barro,31
Golpejas,139
Gomecello,411
Guadramiro,120
Guijo de Ávila,81
Guijuelo,5427
Herguijuela de Ciudad Rodrigo,65
Herguijuela de la Sierra,222
Herguijuela del Campo,60
Hinojosa de Duero,562
Horcajo de Montemayor,107
Horcajo Medianero,199
"Hoya, La",32
Huerta,282
Iruelos,29
Ituero de Azaba,189
Juzbado,176
Lagunilla,414
Larrodrigo,178
Ledesma,1480
Ledrada,476
Linares de Riofrío,924
Lumbrales,1507
Macotera,1006
Machacón,442
Madroñal,128
"Maíllo, El",282
Malpartida,74
Mancera de Abajo,192
"Manzano, El",54
Martiago,252
Martinamor,91
Martín de Yeltes,383
Masueco,240
Castellanos de Villiquera,727
"Mata de Ledesma, La",98
Matilla de los Caños del Río,607
"Maya, La",163
Membribe de la Sierra,101
Mieza,170
"Milano, El",88
Miranda de Azán,451
Miranda del Castañar,361
Mogarraz,236
Molinillo,43
Monforte de la Sierra,50
Monleón,88
Monleras,241
Monsagro,129
Montejo,186
Montemayor del Río,245
Monterrubio de Armuña,1321
Monterrubio de la Sierra,150
Morasverdes,230
Morille,221
Moríñigo,93
Moriscos,577
Moronta,73
Mozárbez,510
Narros de Matalayegua,187
Navacarros,141
Nava de Béjar,74
Nava de Francia,116
Nava de Sotrobal,147
Navales,312
Navalmoral de Béjar,57
Navamorales,45
Navarredonda de la Rinconada,153
Navasfrías,365
Negrilla de Palencia,78
Olmedo de Camaces,87
"Orbada, La",177
Pajares de la Laguna,110
Palacios del Arzobispo,141
Palaciosrubios,283
Palencia de Negrilla,140
Parada de Arriba,264
Parada de Rubiales,237
Paradinas de San Juan,380
Pastores,52
"Payo, El",302
Pedraza de Alba,214
Pedrosillo de Alba,123
Pedrosillo de los Aires,312
Pedrosillo el Ralo,147
"Pedroso de la Armuña, El",202
Pelabravo,1427
Pelarrodríguez,161
Pelayos,72
"Peña, La",69
Peñacaballera,149
Peñaparda,298
Peñaranda de Bracamonte,6162
Peñarandilla,171
Peralejos de Abajo,162
Peralejos de Arriba,38
Pereña de la Ribera,300
Peromingo,121
Pinedas,88
"Pino de Tormes, El",147
Pitiegua,173
Pizarral,70
Poveda de las Cintas,197
Pozos de Hinojo,48
Puebla de Azaba,145
Puebla de San Medel,32
Puebla de Yeltes,136
Puente del Congosto,236
Puertas,66
Puerto de Béjar,342
Puerto Seguro,52
Rágama,196
"Redonda, La",61
Retortillo,172
"Rinconada de la Sierra, La",97
Robleda,453
Robliza de Cojos,185
Rollán,317
Saelices el Chico,175
"Sagrada, La",78
Salamanca,146110
Saldeana,96
Salmoral,107
Salvatierra de Tormes,66
San Cristóbal de la Cuesta,1169
Sancti-Spíritus,713
Sanchón de la Ribera,66
Sanchón de la Sagrada,43
Sanchotello,206
Sando,111
San Esteban de la Sierra,343
San Felices de los Gallegos,355
San Martín del Castañar,233
San Miguel de Valero,308
San Morales,346
San Muñoz,192
San Pedro del Valle,143
San Pedro de Rozados,273
San Pelayo de Guareña,86
Santa María de Sando,91
Santa Marta de Tormes,14976
Santiago de la Puebla,280
Santibáñez de Béjar,448
Santibáñez de la Sierra,142
Santiz,225
"Santos, Los",570
Sardón de los Frailes,98
Saucelle,242
"Sahugo, El",178
Sepulcro-Hilario,153
Sequeros,216
Serradilla del Arroyo,239
Serradilla del Llano,136
"Sierpe, La",41
Sieteiglesias de Tormes,193
Sobradillo,170
Sorihuela,255
Sotoserrano,498
Tabera de Abajo,97
"Tala, La",77
Tamames,781
Tarazona de Guareña,261
Tardáguila,193
"Tejado, El",83
Tejeda y Segoyuela,97
Tenebrón,123
Terradillos,3314
Topas,518
Tordillos,306
"Tornadizo, El",88
Torresmenudas,192
Trabanca,159
Tremedal de Tormes,34
Valdecarros,296
Valdefuentes de Sangusín,182
Valdehijaderos,84
Valdelacasa,187
Valdelageve,66
Valdelosa,386
Valdemierque,58
Valderrodrigo,129
Valdunciel,125
Valero,269
Valsalabroso,120
Valverde de Valdelacasa,57
Valverdón,266
Vallejera de Riofrío,67
Vecinos,231
Vega de Tirados,139
"Veguillas, Las",275
"Vellés, La",566
Ventosa del Río Almar,97
"Vídola, La",95
Vilvestre,374
Villaflores,255
Villagonzalo de Tormes,212
Villalba de los Llanos,107
Villamayor,7728
Villanueva del Conde,172
Villar de Argañán,95
Villar de Ciervo,253
Villar de Gallimazo,192
Villar de la Yegua,151
Villar de Peralonso,212
Villar de Samaniego,79
Villares de la Reina,6784
Villares de Yeltes,102
Villarino de los Aires,727
Villarmayor,139
Villarmuerto,38
Villasbuenas,158
Villasdardo,22
Villaseco de los Gamitos,138
Villaseco de los Reyes,296
Villasrubias,231
Villaverde de Guareña,128
Villavieja de Yeltes,676
Villoria,1239
Villoruela,729
Vitigudino,2344
Yecla de Yeltes,223
Zamarra,70
Zamayón,192
Zarapicos,50
"Zarza de Pumareda, La",131
Zorita de la Frontera,140
Adeje,50021
Agulo,1078
Alajeró,2061
Arafo,5945
Arico,9505
Arona,87793
Barlovento,2108
Breña Alta,7487
Breña Baja,6159
Buenavista del Norte,4695
Candelaria,29023
Fasnia,3145
Frontera,4660
Fuencaliente de la Palma,1965
Garachico,4940
Garafía,2015
Granadilla de Abona,58752
"Guancha, La",5667
Guía de Isora,22654
Güímar,22009
Hermigua,1961
Icod de los Vinos,24616
San Cristóbal de La Laguna,161108
"Llanos de Aridane, Los",20582
"Matanza de Acentejo, La",9089
"Orotava, La",42514
"Paso, El",8290
Puerto de la Cruz,31137
Puntagorda,2345
Puntallana,2790
"Realejos, Los",37867
"Rosario, El",17958
San Andrés y Sauces,4350
San Juan de la Rambla,4987
San Miguel de Abona,23960
San Sebastián de la Gomera,9574
Santa Cruz de la Palma,15690
Santa Cruz de Tenerife,211957
Santa Úrsula,15429
Santiago del Teide,12582
"Sauzal, El",9345
"Silos, Los",4773
Tacoronte,24619
"Tanque, El",2787
Tazacorte,4549
Tegueste,11490
Tijarafe,2733
Valverde,5338
Valle Gran Rey,4830
Vallehermoso,2938
"Victoria de Acentejo, La",9448
Vilaflor de Chasna,1930
Villa de Mazo,5131
"Pinar de El Hierro, El",2042
Alfoz de Lloredo,2500
Ampuero,4518
Anievas,274
Arenas de Iguña,1735
Argoños,1884
Arnuero,2300
Arredondo,478
"Astillero, El",18448
Bárcena de Cicero,4907
Bárcena de Pie de Concha,675
Bareyo,2124
Cabezón de la Sal,8226
Cabezón de Liébana,530
Cabuérniga,976
Camaleño,964
Camargo,30577
Campoo de Yuso,680
Cartes,5874
Castañeda,3290
Castro-Urdiales,33450
Cieza,528
Cillorigo de Liébana,1386
Colindres,8570
Comillas,2075
"Corrales de Buelna, Los",10958
Corvera de Toranzo,2204
Campoo de Enmedio,3729
Entrambasaguas,5693
Escalante,716
Guriezo,2496
Hazas de Cesto,1957
Hermandad de Campoo de Suso,1619
Herrerías,570
Lamasón,237
Laredo,10698
Liendo,1218
Liérganes,2365
Limpias,1983
Luena,600
Marina de Cudeyo,5221
Mazcuerras,2068
Medio Cudeyo,7775
Meruelo,2321
Miengo,5265
Miera,397
Molledo,1482
Noja,2661
Penagos,2253
Peñarrubia,301
Pesaguero,275
Pesquera,72
Piélagos,26901
Polaciones,209
Polanco,6304
Potes,1323
Puente Viesgo,2893
Ramales de la Victoria,3099
Rasines,980
Reinosa,8570
Reocín,8389
Ribamontán al Mar,4605
Ribamontán al Monte,2535
Rionansa,1022
Riotuerto,1682
"Rozas de Valdearroyo, Las",258
Ruente,1083
Ruesga,810
Ruiloba,769
San Felices de Buelna,2379
San Miguel de Aguayo,164
San Pedro del Romeral,432
San Roque de Riomiera,333
Santa Cruz de Bezana,13904
Santa María de Cayón,9538
Santander,175425
Santillana del Mar,4189
Santiurde de Reinosa,254
Santiurde de Toranzo,1726
Santoña,10835
San Vicente de la Barquera,3995
Saro,480
Selaya,1868
Soba,1057
Solórzano,1144
Suances,9034
"Tojos, Los",369
Torrelavega,51796
Tresviso,52
Tudanca,154
Udías,960
Valdáliga,2135
Valdeolea,869
Valdeprado del Río,306
Valderredible,922
Val de San Vicente,2775
Vega de Liébana,676
Vega de Pas,776
Villacarriedo,1670
Villaescusa,3970
Villafufre,1022
Valle de Villaverde,249
Voto,2971
Abades,849
Adrada de Pirón,39
Adrados,113
Aguilafuente,564
Alconada de Maderuelo,23
Aldealcorvo,15
Aldealengua de Pedraza,78
Aldealengua de Santa María,50
Aldeanueva de la Serrezuela,42
Aldeanueva del Codonal,105
Aldea Real,275
Aldeasoña,61
Aldehorno,64
Aldehuela del Codonal,24
Aldeonte,55
Anaya,111
Añe,67
Arahuetes,31
Arcones,179
Arevalillo de Cega,18
Armuña,253
Ayllón,1110
Barbolla,142
Basardilla,136
Bercial,102
Bercimuel,34
Bernardos,462
Bernuy de Porreros,1342
Boceguillas,746
Brieva,93
Caballar,78
Cabañas de Polendos,202
Cabezuela,655
Calabazas de Fuentidueña,23
Campo de San Pedro,257
Cantalejo,3619
Cantimpalos,1533
Carbonero el Mayor,2463
Carrascal del Río,143
Casla,155
Castillejo de Mesleón,119
Castro de Fuentidueña,41
Castrojimeno,27
Castroserna de Abajo,31
Castroserracín,24
Cedillo de la Torre,80
Cerezo de Abajo,150
Cerezo de Arriba,119
Cilleruelo de San Mamés,41
Cobos de Fuentidueña,25
Coca,1706
Codorniz,294
Collado Hermoso,116
Condado de Castilnovo,74
Corral de Ayllón,76
Cubillo,74
Cuéllar,9527
Chañe,739
Domingo García,29
Donhierro,73
Duruelo,172
Encinas,39
Encinillas,358
Escalona del Prado,475
Escarabajosa de Cabezas,269
Escobar de Polendos,172
"Espinar, El",10409
Espirdo,1613
Fresneda de Cuéllar,162
Fresno de Cantespino,290
Fresno de la Fuente,75
Frumales,120
Fuente de Santa Cruz,105
Fuente el Olmo de Fuentidueña,396
Fuente el Olmo de Íscar,51
Fuentepelayo,764
Fuentepiñel,63
Fuenterrebollo,313
Fuentesaúco de Fuentidueña,216
Fuentesoto,96
Fuentidueña,125
Gallegos,96
Garcillán,513
Gomezserracín,614
Grajera,252
Honrubia de la Cuesta,49
Hontalbilla,277
Hontanares de Eresma,1680
"Huertos, Los",173
Ituero y Lama,492
Juarros de Riomoros,53
Juarros de Voltoya,185
Labajos,105
Laguna de Contreras,111
Languilla,79
Lastras de Cuéllar,295
Lastras del Pozo,55
"Lastrilla, La",4781
"Losa, La",543
Maderuelo,100
Marazuela,58
Martín Miguel,276
Martín Muñoz de la Dehesa,309
Martín Muñoz de las Posadas,251
Marugán,775
Matabuena,204
Mata de Cuéllar,261
"Matilla, La",72
Melque de Cercos,58
Membibre de la Hoz,42
Migueláñez,136
Montejo de Arévalo,158
Montejo de la Vega de la Serrezuela,121
Monterrubio,51
Moral de Hornuez,38
Mozoncillo,916
Muñopedro,298
Muñoveros,138
Nava de la Asunción,2806
Navafría,282
Navalilla,90
Navalmanzano,1041
Navares de Ayuso,58
Navares de Enmedio,90
Navares de las Cuevas,22
Navas de Oro,1305
Navas de San Antonio,368
Nieva,256
Olombrada,490
Orejana,61
Ortigosa de Pestaño,51
Otero de Herreros,987
Pajarejos,22
Palazuelos de Eresma,6107
Pedraza,335
Pelayos del Arroyo,45
Perosillo,21
Pinarejos,205
Pinarnegrillo,98
Carabias,55
Prádena,473
Puebla de Pedraza,56
Rapariegos,187
Rebollo,70
Remondo,329
Riaguas de San Bartolomé,28
Riaza,2128
Ribota,40
Riofrío de Riaza,29
Roda de Eresma,260
Sacramenia,324
Samboal,459
San Cristóbal de Cuéllar,161
San Cristóbal de la Vega,81
Sanchonuño,1053
Sangarcía,281
Real Sitio de San Ildefonso,5217
San Martín y Mudrián,263
San Miguel de Bernuy,119
San Pedro de Gaíllos,315
Santa María la Real de Nieva,906
Santa Marta del Cerro,45
Santiuste de Pedraza,81
Santiuste de San Juan Bautista,534
Santo Domingo de Pirón,51
Santo Tomé del Puerto,230
Sauquillo de Cabezas,135
Sebúlcor,239
Segovia,52375
Sepúlveda,979
Sequera de Fresno,42
Sotillo,31
Sotosalbos,132
Tabanera la Luenga,51
Tolocirio,38
Torreadrada,53
Torrecaballeros,1505
Torrecilla del Pinar,188
Torreiglesias,257
Torre Val de San Pedro,165
Trescasas,1130
Turégano,1007
Urueñas,105
Valdeprados,63
Valdevacas de Montejo,29
Valdevacas y Guijar,83
Valseca,208
Valtiendas,75
Valverde del Majano,1097
Valle de Tabladillo,78
Vallelado,750
Valleruela de Pedraza,61
Valleruela de Sepúlveda,48
Veganzones,211
Vegas de Matute,370
Ventosilla y Tejadilla,17
Villacastín,1567
Villaverde de Íscar,579
Villaverde de Montejo,22
Villeguillo,129
Yanguas de Eresma,117
Zarzuela del Monte,507
Zarzuela del Pinar,408
Ortigosa del Monte,608
Cozuelos de Fuentidueña,102
Marazoleja,98
Navas de Riofrío,430
Cuevas de Provanco,131
San Cristóbal de Segovia,3161
Aguadulce,2109
Alanís,1638
Albaida del Aljarafe,3220
Alcalá de Guadaíra,77474
Alcalá del Río,12335
Alcolea del Río,3265
"Algaba, La",16803
Algámitas,1258
Almadén de la Plata,1328
Almensilla,6646
Arahal,19546
Aznalcázar,4875
Aznalcóllar,6096
Badolatosa,3058
Benacazón,7363
Bollullos de la Mitación,11431
Bormujos,23071
Brenes,12975
Burguillos,7448
"Cabezas de San Juan, Las",16388
Camas,29089
"Campana, La",5122
Cantillana,10780
Carmona,30240
Carrión de los Céspedes,2647
Casariche,5291
Castilblanco de los Arroyos,5145
Castilleja de Guzmán,2843
Castilleja de la Cuesta,17074
Castilleja del Campo,611
"Castillo de las Guardas, El",1501
Cazalla de la Sierra,4626
Constantina,5745
Coria del Río,31278
Coripe,1218
"Coronil, El",4659
"Corrales, Los",4021
Dos Hermanas,142519
Écija,39659
Espartinas,16479
Estepa,12430
Fuentes de Andalucía,7247
"Garrobo, El",800
Gelves,10548
Gerena,7971
Gilena,3647
Gines,13634
Guadalcanal,2544
Guillena,14260
Herrera,6575
Huévar del Aljarafe,3388
Lantejuela,3857
Lebrija,27788
Lora de Estepa,890
Lora del Río,18122
"Luisiana, La",4618
"Madroño, El",286
Mairena del Alcor,24339
Mairena del Aljarafe,48017
Marchena,19405
Marinaleda,2562
Martín de la Jara,2627
"Molares, Los",3659
Montellano,7032
Morón de la Frontera,27210
"Navas de la Concepción, Las",1501
Olivares,9537
Osuna,17396
"Palacios y Villafranca, Los",38761
Palomares del Río,9421
Paradas,6762
Pedrera,5057
"Pedroso, El",2062
Peñaflor,3628
Pilas,14222
Pruna,2461
"Puebla de Cazalla, La",10830
"Puebla de los Infantes, La",2949
"Puebla del Río, La",11903
"Real de la Jara, El",1517
"Rinconada, La",40724
"Roda de Andalucía, La",4168
"Ronquillo, El",1453
"Rubio, El",3287
Salteras,5604
San Juan de Aznalfarache,23408
Sanlúcar la Mayor,14648
San Nicolás del Puerto,604
Santiponce,8634
"Saucejo, El",4189
Sevilla,689423
Tocina,9431
Tomares,25432
Umbrete,9455
Utrera,52403
Valencina de la Concepción,8050
Villamanrique de la Condesa,4694
Villanueva del Ariscal,6965
Villanueva del Río y Minas,5073
Villanueva de San Juan,986
Villaverde del Río,7885
"Viso del Alcor, El",19458
Cañada Rosal,3481
Isla Mayor,5748
"Cuervo de Sevilla, El",8783
"Palmar de Troya, El",2301
Abejar,287
Adradas,65
Ágreda,3133
Alconaba,198
Alcubilla de Avellaneda,111
Alcubilla de las Peñas,61
Aldealafuente,85
Aldealices,22
Aldealpozo,18
Aldealseñor,29
Aldehuela de Periáñez,27
"Aldehuelas, Las",58
Alentisque,23
Aliud,20
Almajano,179
Almaluez,113
Almarza,601
Almazán,5544
Almazul,61
Almenar de Soria,233
Alpanseque,52
Arancón,73
Arcos de Jalón,1531
Arenillas,29
Arévalo de la Sierra,71
Ausejo de la Sierra,113
Baraona,117
Barca,116
Barcones,25
Bayubas de Abajo,148
Bayubas de Arriba,56
Beratón,38
Berlanga de Duero,810
Blacos,36
Bliecos,25
Borjabad,29
Borobia,218
Buberos,27
Buitrago,68
Burgo de Osma-Ciudad de Osma,5283
Cabrejas del Campo,48
Cabrejas del Pinar,288
Calatañazor,43
Caltojar,53
Candilichera,99
Cañamaque,29
Carabantes,21
Caracena,13
Carrascosa de Abajo,18
Carrascosa de la Sierra,19
Casarejos,145
Castilfrío de la Sierra,35
Castilruiz,170
Castillejo de Robledo,100
Centenera de Andaluz,19
Cerbón,27
Cidones,313
Cigudosa,14
Cihuela,35
Ciria,67
Cirujales del Río,21
Coscurita,69
Covaleda,1560
Cubilla,22
Cubo de la Solana,177
Cueva de Ágreda,67
Dévanos,72
Deza,162
Duruelo de la Sierra,1035
Escobosa de Almazán,19
Espeja de San Marcelino,160
Espejón,122
Estepa de San Juan,13
Frechilla de Almazán,20
Fresno de Caracena,16
Fuentearmegil,148
Fuentecambrón,29
Fuentecantos,65
Fuentelmonge,58
Fuentelsaz de Soria,65
Fuentepinilla,73
Fuentes de Magaña,47
Fuentestrún,55
Garray,794
Golmayo,3085
Gómara,286
Gormaz,18
Herrera de Soria,12
Hinojosa del Campo,24
Langa de Duero,696
Liceras,49
"Losilla, La",12
Magaña,61
Maján,10
Matalebreras,81
Matamala de Almazán,251
Medinaceli,686
Miño de Medinaceli,73
Miño de San Esteban,43
Molinos de Duero,162
Momblona,19
Monteagudo de las Vicarías,169
Montejo de Tiermes,134
Montenegro de Cameros,43
Morón de Almazán,196
Muriel de la Fuente,53
Muriel Viejo,73
Nafría de Ucero,35
Narros,68
Navaleno,698
Nepas,49
Nolay,45
Noviercas,156
Ólvega,3782
Oncala,61
Pinilla del Campo,17
Portillo de Soria,11
"Póveda de Soria, La",108
Pozalmuro,49
Quintana Redonda,499
Quintanas de Gormaz,119
Quiñonería,10
"Rábanos, Los",470
Rebollar,36
Recuerda,61
Rello,21
Renieblas,107
Retortillo de Soria,126
Reznos,21
"Riba de Escalote, La",9
Rioseco de Soria,123
Rollamienta,49
"Royo, El",248
Salduero,148
San Esteban de Gormaz,2962
San Felices,55
San Leonardo de Yagüe,1954
San Pedro Manrique,626
Santa Cruz de Yanguas,56
Santa María de Huerta,239
Santa María de las Hoyas,112
Serón de Nágima,125
Soliedra,37
Soria,41025
Sotillo del Rincón,171
Suellacabras,32
Tajahuerce,22
Tajueco,61
Talveila,105
Tardelcuende,414
Taroda,45
Tejado,100
Torlengua,43
Torreblacos,28
Torrubia de Soria,52
Trévago,47
Ucero,80
Vadillo,81
Valdeavellano de Tera,222
Valdegeña,36
Valdelagua del Cerro,13
Valdemaluque,139
Valdenebro,85
Valdeprado,8
Valderrodilla,59
Valtajeros,16
Velamazán,66
Velilla de la Sierra,26
Velilla de los Ajos,15
Viana de Duero,47
Villaciervos,86
Villanueva de Gormaz,6
Villar del Ala,50
Villar del Campo,29
Villar del Río,155
"Villares de Soria, Los",72
Villasayas,59
Villaseca de Arciel,23
Vinuesa,826
Vizmanos,31
Vozmediano,29
Yanguas,104
Yelo,40
Aiguamúrcia,987
Albinyana,2718
"Albiol, L'",557
Alcanar,10104
Alcover,5362
Aldover,901
"Aleixar, L'",1009
Alfara de Carles,355
Alforja,2024
Alió,496
Almoster,1384
Altafulla,5870
"Ametlla de Mar, L'",7446
Amposta,23080
Arbolí,138
"Arboç, L'",5721
"Argentera, L'",139
Arnes,461
Ascó,1589
Banyeres del Penedès,3395
Barberà de la Conca,476
Batea,1875
Bellmunt del Priorat,290
Bellvei,2460
Benifallet,706
Benissanet,1186
"Bisbal de Montsant, La",214
"Bisbal del Penedès, La",4278
Blancafort,392
Bonastre,777
"Borges del Camp, Les",2319
Bot,548
Botarell,1161
Bràfim,697
Cabacés,296
Cabra del Camp,1388
Calafell,32624
Cambrils,37042
Capafonts,101
Capçanes,444
Caseres,250
Castellvell del Camp,3002
"Catllar, El",5375
"Sénia, La",5516
Colldejou,155
Conesa,111
Constantí,7108
Corbera d'Ebre,1023
Cornudella de Montsant,999
Creixell,4261
Cunit,16385
Xerta,1180
Duesaigües,217
"Espluga de Francolí, L'",3863
Falset,2890
"Fatarella, La",840
"Febró, La",35
"Figuera, La",115
Figuerola del Camp,342
Flix,3340
Forès,38
Freginals,443
"Galera, La",726
Gandesa,3150
Garcia,551
"Garidells, Els",211
Ginestar,800
Godall,591
Gratallops,226
"Guiamets, Els",254
Horta de Sant Joan,1150
"Lloar, El",99
Llorac,105
Llorenç del Penedès,2425
Margalef,106
Marçà,623
Mas de Barberans,535
Masdenverge,1138
Masllorenç,573
"Masó, La",307
Maspujols,915
"Masroig, El",473
"Milà, El",194
Miravet,703
"Molar, El",295
Montblanc,7542
Montbrió del Camp,3157
Montferri,502
"Montmell, El",1958
Mont-ral,174
Mont-roig del Camp,14615
Móra d'Ebre,5811
Móra la Nova,3350
"Morell, El",3811
"Morera de Montsant, La",150
"Nou de Gaià, La",603
Nulles,551
"Palma d'Ebre, La",333
"Pallaresos, Els",5028
Passanant i Belltall,149
Paüls,558
Perafort,1342
"Perelló, El",2948
"Piles, Les",229
"Pinell de Brai, El",948
Pira,512
"Pla de Santa Maria, El",2408
"Pobla de Mafumet, La",4175
"Pobla de Massaluca, La",344
"Pobla de Montornès, La",3440
Poboleda,345
"Pont d'Armentera, El",500
Porrera,405
Pradell de la Teixeta,182
Prades,629
Prat de Comte,174
Pratdip,781
Puigpelat,1222
Querol,611
Rasquera,786
Renau,165
Reus,111601
"Riba, La",574
Riba-roja d'Ebre,1132
"Riera de Gaià, La",1834
Riudecanyes,1362
Riudecols,1264
Riudoms,6891
Rocafort de Queralt,247
Roda de Berà,8260
Rodonyà,519
Roquetes,8607
"Rourell, El",385
Salomó,519
"Ràpita, La",16119
Sant Jaume dels Domenys,2819
Santa Bàrbara,3871
Santa Coloma de Queralt,2795
Santa Oliva,3711
Pontils,124
Sarral,1644
Savallà del Comtat,49
"Secuita, La",1845
"Selva del Camp, La",5732
Senan,47
Solivella,633
Tarragona,143649
Tivenys,948
Tivissa,1658
"Torre de Fontaubella, La",124
"Torre de l'Espanyol, La",641
Torredembarra,18237
Torroja del Priorat,129
Tortosa,35997
Ulldecona,6714
Ulldemolins,389
Vallclara,91
Vallfogona de Riucorb,95
Vallmoll,1997
Valls,25518
Vandellòs i l'Hospitalet de l'Infant,7143
"Vendrell, El",41133
Vespella de Gaià,502
Vilabella,724
Vilallonga del Camp,2495
Vilanova d'Escornalbou,614
Vilanova de Prades,111
Vilaplana,549
Vila-rodona,1382
Vila-seca,23917
Vilaverd,493
"Vilella Alta, La",127
"Vilella Baixa, La",201
Vilalba dels Arcs,611
Vimbodí i Poblet,887
Vinebre,427
Vinyols i els Arcs,2450
Deltebre,12041
Sant Jaume d'Enveja,3745
Camarles,3465
"Aldea, L'",4657
Salou,31491
"Ampolla, L'",3785
"Canonja, La",6001
Ababuj,73
Abejuela,62
Aguatón,18
Aguaviva,562
Aguilar del Alfambra,82
Alacón,204
Alba,186
Albalate del Arzobispo,1936
Albarracín,998
Albentosa,290
Alcaine,38
Alcalá de la Selva,382
Alcañiz,16505
Alcorisa,3243
Alfambra,485
Aliaga,344
Almohaja,10
Alobras,63
Alpeñés,27
Allepuz,123
Alloza,556
Allueva,31
Anadón,35
Andorra,7223
Arcos de las Salinas,105
Arens de Lledó,181
Argente,204
Ariño,605
Azaila,94
Bádenas,28
Báguena,278
Bañón,152
Barrachina,113
Bea,30
Beceite,572
Belmonte de San José,114
Bello,204
Berge,218
Bezas,73
Blancas,132
Blesa,74
Bordón,116
Bronchales,465
Bueña,65
Burbáguena,396
Cabra de Mora,66
Calaceite,961
Calamocha,4655
Calanda,3745
Calomarde,76
Camañas,136
Camarena de la Sierra,137
Camarillas,100
Caminreal,606
Cantavieja,729
Cañada de Benatanduz,40
"Cañada de Verich, La",72
Cañada Vellida,36
Cañizar del Olivar,112
Cascante del Río,73
Castejón de Tornos,64
Castel de Cabra,79
Castelnou,94
Castelserás,804
"Castellar, El",54
Castellote,665
Cedrillas,652
Celadas,331
Cella,2702
"Cerollera, La",77
"Codoñera, La",312
Corbalán,117
Cortes de Aragón,62
Cosa,63
Cretas,559
Crivillén,92
"Cuba, La",53
Cubla,56
Cucalón,77
"Cuervo, El",88
Cuevas de Almudén,119
Cuevas Labradas,126
Ejulve,172
Escorihuela,130
Escucha,788
Estercuel,198
Ferreruela de Huerva,81
Fonfría,35
Formiche Alto,156
Fórnoles,71
Fortanete,195
Foz-Calanda,272
"Fresneda, La",459
Frías de Albarracín,109
Fuenferrada,38
Fuentes Calientes,89
Fuentes Claras,428
Fuentes de Rubielos,148
Fuentespalda,305
Galve,149
Gargallo,88
